space,date,tide.1,tide.2,tide.3,tide.4
여수,2021-08-17,03:15/고/239,09:32/저/119,16:59/고/264,23:17/저/157
속초,2021-08-17,03:12/저/33,09:15/고/43,17:23/저/21,--:--/-/--/--
부산,2021-08-17,02:31/고/98,08:33/저/52,16:01/고/102,22:12/저/57
포항,2021-08-17,09:47/고/39,17:53/저/23,--:--/-/--/--,--:--/-/--/--
통영,2021-08-17,02:56/고/194,09:13/저/96,16:49/고/213,23:00/저/126
태안,2021-08-17,04:32/저/262,10:23/고/564,16:56/저/181,23:42/고/609
울산,2021-08-17,02:09/고/47,07:40/저/31,13:34/고/46,21:07/저/24
울릉도,2021-08-17,02:53/저/25,08:50/고/31,16:59/저/11,--:--/-/--/--
제주도,2021-08-17,04:55/고/210,11:59/저/102,19:22/고/247,--:--/-/--/--
인천,2021-08-17,04:57/저/301,10:54/고/682,17:25/저/218,--:--/-/--/--
영흥도,2021-08-17,04:48/저/289,10:40/고/633,17:13/저/203,23:58/고/682
목포,2021-08-18,03:18/저/186,09:42/고/340,15:22/저/102,23:00/고/422
여수,2021-08-18,04:55/고/233,11:03/저/115,18:29/고/284,--:--/-/--/--
속초,2021-08-18,01:35/고/36,04:37/저/35,10:22/고/44,18:34/저/18
부산,2021-08-18,04:16/고/96,10:12/저/52,17:36/고/108,23:40/저/49
포항,2021-08-18,10:37/고/40,19:02/저/22,--:--/-/--/--,--:--/-/--/--
통영,2021-08-18,04:38/고/187,10:46/저/93,18:17/고/228,--:--/-/--/--
태안,2021-08-18,06:11/저/290,11:54/고/532,18:24/저/185,--:--/-/--/--
울산,2021-08-18,04:01/고/47,09:17/저/33,15:39/고/45,22:37/저/20
울릉도,2021-08-18,01:45/고/28,04:14/저/27,09:52/고/32,18:12/저/10
제주도,2021-08-18,01:27/저/155,06:31/고/204,13:14/저/95,20:30/고/260
인천,2021-08-18,00:06/고/725,06:35/저/339,12:28/고/644,18:56/저/225
영흥도,2021-08-18,06:24/저/326,12:12/고/594,18:42/저/212,--:--/-/--/--
목포,2021-08-19,04:53/저/170,11:02/고/339,16:43/저/87,--:--/-/--/--
여수,2021-08-19,00:43/저/140,06:20/고/244,12:24/저/100,19:30/고/309
속초,2021-08-19,02:32/고/38,05:54/저/36,11:34/고/45,19:33/저/16
부산,2021-08-19,05:42/고/101,11:37/저/45,18:43/고/117,--:--/-/--/--
포항,2021-08-19,11:39/고/41,20:09/저/21,--:--/-/--/--,--:--/-/--/--
통영,2021-08-19,00:28/저/112,06:04/고/195,12:07/저/80,19:19/고/247
태안,2021-08-19,01:16/고/629,07:52/저/270,13:30/고/541,19:47/저/158
울산,2021-08-19,05:25/고/50,10:48/저/32,17:22/고/48,23:42/저/16
울릉도,2021-08-19,02:50/고/29,05:46/저/28,11:00/고/34,19:15/저/10
제주도,2021-08-19,02:46/저/146,07:48/고/207,14:23/저/83,21:23/고/274
인천,2021-08-19,01:41/고/745,08:19/저/315,14:04/고/659,20:21/저/191
영흥도,2021-08-19,01:33/고/698,08:10/저/307,13:51/고/602,20:09/저/185
목포,2021-08-20,00:17/고/445,05:57/저/141,12:15/고/356,17:48/저/61
여수,2021-08-20,01:38/저/117,07:22/고/264,13:25/저/78,20:18/고/332
속초,2021-08-20,03:07/고/38,06:56/저/35,12:41/고/47,20:25/저/15
부산,2021-08-20,00:39/저/38,06:45/고/109,12:39/저/36,19:33/고/126
포항,2021-08-20,12:47/고/41,21:15/저/21,--:--/-/--/--,--:--/-/--/--
통영,2021-08-20,01:23/저/93,07:07/고/210,13:08/저/62,20:07/고/264
태안,2021-08-20,02:32/고/672,09:04/저/222,14:42/고/581,20:55/저/116
울산,2021-08-20,06:25/고/53,11:52/저/29,18:26/고/52,--:--/-/--/--
울릉도,2021-08-20,03:34/고/29,06:45/저/28,12:06/고/35,20:08/저/10
제주도,2021-08-20,03:42/저/133,08:47/고/218,15:21/저/69,22:06/고/285
인천,2021-08-20,02:59/고/798,09:33/저/253,15:17/고/713,21:29/저/136
영흥도,2021-08-20,02:51/고/742,09:25/저/250,15:07/고/648,21:18/저/137
목포,2021-08-21,01:20/고/471,06:45/저/110,13:16/고/381,18:41/저/34
여수,2021-08-21,02:21/저/95,08:12/고/285,14:14/저/57,20:59/고/349
속초,2021-08-21,03:33/고/38,07:47/저/33,13:38/고/48,21:11/저/15
부산,2021-08-21,01:24/저/27,07:35/고/118,13:26/저/27,20:14/고/134
포항,2021-08-21,13:50/고/42,22:21/저/21,--:--/-/--/--,--:--/-/--/--
통영,2021-08-21,02:05/저/75,07:57/고/226,13:56/저/46,20:47/고/277
태안,2021-08-21,03:30/고/716,09:57/저/173,15:38/고/627,21:50/저/76
울산,2021-08-21,00:32/저/11,07:12/고/57,12:40/저/25,19:15/고/56
울릉도,2021-08-21,04:01/고/29,07:26/저/27,13:06/고/37,20:54/저/10
제주도,2021-08-21,04:27/저/121,09:36/고/231,16:12/저/58,22:44/고/292
인천,2021-08-21,03:58/고/855,10:28/저/190,16:13/고/773,22:25/저/83
영흥도,2021-08-21,03:50/고/790,10:19/저/191,16:03/고/700,22:14/저/91
목포,2021-08-22,02:11/고/490,07:28/저/84,14:07/고/405,19:27/저/13
여수,2021-08-22,02:59/저/77,08:56/고/303,14:56/저/43,21:36/고/358
속초,2021-08-22,03:56/고/38,08:33/저/32,14:28/고/49,21:53/저/16
부산,2021-08-22,02:04/저/19,08:18/고/124,14:08/저/21,20:51/고/138
포항,2021-08-22,14:45/고/43,23:20/저/22,--:--/-/--/--,--:--/-/--/--
통영,2021-08-22,02:43/저/61,08:40/고/240,14:38/저/35,21:24/고/284
태안,2021-08-22,04:17/고/748,10:42/저/133,16:25/고/667,22:36/저/47
울산,2021-08-22,01:15/저/8,07:54/고/59,13:21/저/22,19:55/고/59
울릉도,2021-08-22,04:12/고/28,08:02/저/26,13:58/고/37,21:34/저/11
제주도,2021-08-22,05:06/저/111,10:19/고/244,16:56/저/52,23:18/고/295
인천,2021-08-22,04:46/고/900,11:13/저/139,16:59/고/823,23:12/저/44
영흥도,2021-08-22,04:38/고/825,11:04/저/142,16:50/고/743,23:01/저/59
목포,2021-08-23,02:56/고/500,08:06/저/65,14:53/고/424,20:09/저/4
여수,2021-08-23,03:35/저/66,09:36/고/314,15:35/저/38,22:11/고/357
속초,2021-08-23,04:18/고/37,09:16/저/30,15:13/고/48,22:31/저/17
부산,2021-08-23,02:40/저/15,08:57/고/128,14:45/저/18,21:24/고/139
포항,2021-08-23,15:34/고/43,--:--/-/--/--,--:--/-/--/--,--:--/-/--/--
통영,2021-08-23,03:17/저/53,09:20/고/250,15:16/저/32,21:57/고/283
태안,2021-08-23,04:58/고/765,11:20/저/107,17:06/고/694,23:18/저/35
울산,2021-08-23,01:53/저/7,08:32/고/60,13:58/저/21,20:29/고/61
울릉도,2021-08-23,04:18/고/27,08:38/저/25,14:45/고/37,22:11/저/12
제주도,2021-08-23,05:43/저/104,11:00/고/253,17:38/저/54,23:50/고/292
인천,2021-08-23,05:28/고/925,11:53/저/105,17:40/고/857,23:54/저/25
영흥도,2021-08-23,05:19/고/844,11:44/저/110,17:31/고/770,23:42/저/45
목포,2021-08-24,03:36/고/498,08:42/저/54,15:35/고/435,20:47/저/8
여수,2021-08-24,04:09/저/62,10:14/고/316,16:10/저/43,22:43/고/347
속초,2021-08-24,04:42/고/37,09:58/저/29,15:55/고/47,23:05/저/18
부산,2021-08-24,03:15/저/14,09:32/고/130,15:19/저/19,21:53/고/137
포항,2021-08-24,00:08/저/23,16:21/고/42,--:--/-/--/--,--:--/-/--/--
통영,2021-08-24,03:50/저/50,09:56/고/253,15:51/저/37,22:26/고/276
태안,2021-08-24,05:33/고/768,11:55/저/93,17:43/고/708,23:55/저/39
울산,2021-08-24,02:28/저/7,09:05/고/60,14:32/저/20,20:58/고/61
울릉도,2021-08-24,04:30/고/27,09:20/저/23,15:30/고/36,22:44/저/13
제주도,2021-08-24,06:18/저/100,11:38/고/257,18:16/저/65,--:--/-/--/--
인천,2021-08-24,06:04/고/931,12:29/저/89,18:18/고/873,--:--/-/--/--
영흥도,2021-08-24,05:55/고/847,12:19/저/94,18:08/고/781,--:--/-/--/--
목포,2021-08-25,04:12/고/486,09:16/저/50,16:16/고/439,21:23/저/26
여수,2021-08-25,04:41/저/65,10:49/고/312,16:43/저/57,23:12/고/329
속초,2021-08-25,05:06/고/37,10:40/저/27,16:35/고/45,23:35/저/20
부산,2021-08-25,03:47/저/17,10:04/고/128,15:51/저/24,22:18/고/132
포항,2021-08-25,00:46/저/24,08:03/고/35,11:35/저/34,17:09/고/40
통영,2021-08-25,04:22/저/53,10:31/고/251,16:24/저/49,22:53/고/264
태안,2021-08-25,06:05/고/758,12:27/저/90,18:18/고/710,--:--/-/--/--
울산,2021-08-25,03:00/저/9,09:35/고/59,15:04/저/20,21:22/고/59
울릉도,2021-08-25,04:50/고/27,10:07/저/21,16:15/고/34,23:16/저/14
제주도,2021-08-25,00:20/고/284,06:53/저/101,12:17/고/255,18:54/저/83
인천,2021-08-25,00:32/저/27,06:38/고/921,13:01/저/87,18:52/고/872
영흥도,2021-08-25,00:19/저/48,06:27/고/837,12:50/저/91,18:42/고/781
목포,2021-08-26,04:45/고/467,09:49/저/54,16:55/고/436,21:58/저/54
여수,2021-08-26,05:10/저/75,11:21/고/302,17:14/저/77,23:37/고/307
속초,2021-08-26,05:32/고/37,11:23/저/27,17:17/고/42,--:--/-/--/--
부산,2021-08-26,04:18/저/23,10:35/고/125,16:21/저/31,22:40/고/126
포항,2021-08-26,01:18/저/26,08:17/고/35,13:00/저/32,18:06/고/38
통영,2021-08-26,04:52/저/61,11:04/고/245,16:54/저/66,23:17/고/248
태안,2021-08-26,00:29/저/58,06:34/고/739,12:55/저/96,18:51/고/700
울산,2021-08-26,03:28/저/12,09:59/고/57,15:33/저/20,21:44/고/57
울릉도,2021-08-26,05:15/고/27,11:00/저/20,17:03/고/31,23:44/저/16
제주도,2021-08-26,00:48/고/271,07:26/저/105,12:56/고/248,19:30/저/105
인천,2021-08-26,01:06/저/49,07:07/고/898,13:30/저/96,19:24/고/857
영흥도,2021-08-26,00:53/저/67,06:56/고/816,13:19/저/99,19:13/고/771
목포,2021-08-27,05:14/고/442,10:21/저/65,17:33/고/427,22:32/저/88
여수,2021-08-27,05:38/저/87,11:53/고/288,17:43/저/100,23:58/고/283
속초,2021-08-27,00:01/저/23,05:58/고/37,12:09/저/26,18:02/고/39
부산,2021-08-27,04:46/저/31,11:03/고/120,16:51/저/39,22:59/고/119
포항,2021-08-27,01:46/저/27,08:21/고/35,14:01/저/30,19:31/고/36
통영,2021-08-27,05:20/저/71,11:37/고/235,17:24/저/85,23:37/고/232
태안,2021-08-27,01:01/저/91,07:02/고/711,13:22/저/111,19:23/고/681
울산,2021-08-27,03:55/저/16,10:21/고/55,16:03/저/21,22:07/고/53
울릉도,2021-08-27,05:40/고/27,12:00/저/19,17:57/고/28,--:--/-/--/--
제주도,2021-08-27,01:14/고/256,07:59/저/111,13:37/고/239,20:06/저/129
인천,2021-08-27,01:37/저/88,07:34/고/865,13:56/저/116,19:55/고/830
영흥도,2021-08-27,01:24/저/99,07:23/고/787,13:45/저/116,19:45/고/753
목포,2021-08-28,05:41/고/414,10:52/저/81,18:10/고/413,23:07/저/127
여수,2021-08-28,06:04/저/101,12:25/고/273,18:13/저/125,--:--/-/--/--
속초,2021-08-28,00:23/저/26,06:24/고/38,13:02/저/26,18:58/고/35
부산,2021-08-28,05:13/저/39,11:32/고/114,17:21/저/48,23:20/고/111
포항,2021-08-28,02:10/저/28,08:09/고/34,14:53/저/27,21:07/고/34
통영,2021-08-28,05:48/저/83,12:10/고/223,17:55/저/105,23:57/고/215
태안,2021-08-28,01:32/저/134,07:28/고/676,13:48/저/132,19:56/고/654
울산,2021-08-28,04:20/저/20,10:43/고/52,16:35/저/22,22:35/고/50
울릉도,2021-08-28,00:09/저/19,06:05/고/27,13:11/저/17,19:14/고/25
제주도,2021-08-28,01:39/고/240,08:32/저/118,14:25/고/229,20:46/저/151
인천,2021-08-28,02:07/저/139,08:00/고/823,14:21/저/144,20:26/고/793
영흥도,2021-08-28,01:54/저/143,07:50/고/749,14:11/저/141,20:18/고/726
목포,2021-08-29,06:08/고/385,11:22/저/101,18:49/고/396,23:45/저/166
여수,2021-08-29,00:19/고/260,06:33/저/116,13:03/고/257,18:49/저/149
속초,2021-08-29,00:38/저/28,06:51/고/38,14:10/저/25,20:33/고/33
부산,2021-08-29,05:41/저/48,12:06/고/108,17:57/저/57,23:46/고/102
포항,2021-08-29,02:30/저/30,07:50/고/34,15:45/저/25,22:31/고/32
통영,2021-08-29,06:17/저/96,12:48/고/210,18:31/저/124,--:--/-/--/--
태안,2021-08-29,02:04/저/185,07:56/고/633,14:16/저/162,20:33/고/619
울산,2021-08-29,04:44/저/25,11:07/고/48,17:13/저/23,23:13/고/45
울릉도,2021-08-29,00:25/저/21,06:29/고/28,14:28/저/16,22:06/고/24
제주도,2021-08-29,02:04/고/224,09:08/저/125,15:31/고/220,21:37/저/169
인천,2021-08-29,02:36/저/201,08:27/고/771,14:47/저/181,21:01/고/748
영흥도,2021-08-29,02:26/저/197,08:19/고/701,14:39/저/175,20:55/고/689
목포,2021-08-30,06:39/고/356,11:57/저/123,19:34/고/379,--:--/-/--/--
여수,2021-08-30,00:42/고/239,07:11/저/131,13:56/고/243,19:42/저/171
속초,2021-08-30,00:42/저/31,07:22/고/39,15:40/저/25,--:--/-/--/--
부산,2021-08-30,06:15/저/57,12:52/고/101,18:45/저/66,--:--/-/--/--
포항,2021-08-30,02:32/저/30,07:47/고/34,16:41/저/23,--:--/-/--/--
통영,2021-08-30,00:22/고/198,06:55/저/109,13:42/고/198,19:24/저/141
태안,2021-08-30,02:39/저/242,08:27/고/583,14:50/저/198,21:20/고/581
울산,2021-08-30,05:13/저/29,11:37/고/45,18:05/저/24,--:--/-/--/--
울릉도,2021-08-30,00:27/저/23,06:53/고/28,15:42/저/15,--:--/-/--/--
제주도,2021-08-30,02:32/고/209,09:53/저/130,17:19/고/216,23:02/저/180
인천,2021-08-30,03:08/저/269,08:59/고/710,15:19/저/228,21:45/고/699
영흥도,2021-08-30,03:02/저/260,08:52/고/643,15:14/저/219,21:44/고/646
목포,2021-08-31,00:34/저/203,07:20/고/328,12:41/저/147,20:29/고/366
여수,2021-08-31,01:19/고/218,08:14/저/144,15:28/고/234,21:45/저/185
속초,2021-08-31,08:02/고/39,17:05/저/24,--:--/-/--/--,--:--/-/--/--
부산,2021-08-31,00:27/고/93,07:12/저/65,14:12/고/96,20:24/저/72
포항,2021-08-31,08:02/고/33,17:43/저/22,--:--/-/--/--,--:--/-/--/--
통영,2021-08-31,00:58/고/181,07:57/저/120,15:13/고/191,21:33/저/152
태안,2021-08-31,03:25/저/299,09:09/고/529,15:38/저/237,22:29/고/549
울산,2021-08-31,00:14/고/40,05:59/저/33,12:28/고/42,19:25/저/25
울릉도,2021-08-31,07:23/고/29,16:51/저/14,--:--/-/--/--,--:--/-/--/--
제주도,2021-08-31,03:14/고/195,10:56/저/134,18:56/고/222,--:--/-/--/--
인천,2021-08-31,03:50/저/339,09:40/고/643,16:03/저/280,22:50/고/655
영흥도,2021-08-31,03:50/저/326,09:36/고/582,16:04/저/267,22:57/고/609
